id,longitude,latitude,elevation,title,place_description,sig,mag,magType,time,updated,country_code,sig_class
nc75285516,-122.8018341,38.8370018,1.909999967,"M 1.5 - 7 km WNW of Cobb, CA","7 km WNW of Cobb, CA",34,1.49,md,32:42.6,37:19.7,US,Low
av93961736,-152.9998333,60.01783333,3.58,"M -0.2 - 67 km ENE of Pedro Bay, Alaska","67 km ENE of Pedro Bay, Alaska",0,-0.17,ml,30:06.2,09:28.1,US,Low
hv74859167,-155.5073395,19.1515007,30.69000053,"M 2.4 - 6 km SSW of P?hala, Hawaii","6 km SSW of P?hala, Hawaii",90,2.42,md,16:10.7,19:58.4,US,Low
hv74859162,-155.4843292,19.19433403,25.13999939,"M 2.1 - 1 km SSW of P?hala, Hawaii","1 km SSW of P?hala, Hawaii",67,2.09,ml,16:07.2,20:11.7,US,Low
ak2025zfqovm,-147.762,64.567,15.2,"M 0.6 - 27 km S of South Van Horn, Alaska","27 km S of South Van Horn, Alaska",6,0.6,ml,11:23.1,14:18.8,US,Low
ok2025zcov,-97.59116667,34.27233333,12.8,"M 2.2 - 10 km SE of Loco, Oklahoma","10 km SE of Loco, Oklahoma",76,2.22,ml,09:24.6,29:49.0,US,Low
nn00908879,-116.7046,41.2502,6,"M 4.0 - 61 km NE of Valmy, Nevada","61 km NE of Valmy, Nevada",243,3.97,mw,50:09.5,23:34.0,US,Moderate
av93053629,-178.043,51.86433333,10.22,"M 0.6 - 97 km W of Adak, Alaska","97 km W of Adak, Alaska",5,0.58,ml,40:25.6,03:27.5,US,Low
ak2025zfpnko,-152.251,60.105,73.2,"M 1.5 - 33 km W of Ninilchik, Alaska","33 km W of Ninilchik, Alaska",35,1.5,ml,39:33.4,41:37.6,US,Low
nc75285501,-122.8046646,38.81999969,2.190000057,"M 1.5 - 6 km NW of The Geysers, CA","6 km NW of The Geysers, CA",35,1.5,md,34:33.1,47:21.4,US,Low
nc75285496,-122.8081665,38.82366562,0.790000021,"M 1.2 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",20,1.15,md,29:12.4,22:22.2,US,Low
ak2025zfpdvj,-153.48,57.423,12.2,"M 2.4 - 26 km NNW of Old Harbor, Alaska","26 km NNW of Old Harbor, Alaska",89,2.4,ml,28:19.4,30:08.6,US,Low
ci41146495,-116.0363333,33.77716667,10.15,"M 0.7 - 17 km NE of Coachella, CA","17 km NE of Coachella, CA",8,0.74,ml,27:16.0,30:58.6,US,Low
ak2025zfosce,-174.875,51.292,8.1,"M 3.5 - 110 km SSW of Atka, Alaska","110 km SSW of Atka, Alaska",188,3.5,ml,14:52.6,52:20.5,US,Moderate
us7000rkin,149.5503,-5.9028,135.275,"M 4.0 - 33 km N of Kandrian, Papua New Guinea","33 km N of Kandrian, Papua New Guinea",246,4,mb,12:29.7,42:50.0,PG,Moderate
ak2025zfolya,-147.071,61.294,5,"M 2.1 - 42 km WNW of Valdez, Alaska","42 km WNW of Valdez, Alaska",68,2.1,ml,07:40.7,10:20.5,US,Low
hv74859102,-155.4886627,19.19783401,27.21999931,"M 1.8 - 1 km WSW of P?hala, Hawaii","1 km WSW of P?hala, Hawaii",50,1.8,md,47:51.5,51:43.5,US,Low
av93961611,-152.3043333,61.20116667,4.14,"M -0.5 - 64 km WNW of Tyonek, Alaska","64 km WNW of Tyonek, Alaska",0,-0.49,ml,40:43.7,33:26.0,US,Low
uw62211337,-122.1966667,46.1895,7.09,"M 0.3 - 36 km NNE of Amboy, Washington","36 km NNE of Amboy, Washington",2,0.33,ml,29:26.1,47:54.8,US,Low
us7000rkib,-177.6749,-18.2133,612.289,M 4.4 - Fiji region,Fiji region,298,4.4,mb,26:38.1,54:46.0,TO,Moderate
ci41146471,-117.0181667,33.66283333,10.19,"M 0.7 - 8 km SE of Winchester, CA","8 km SE of Winchester, CA",8,0.74,ml,22:19.9,14:05.5,US,Low
ci41146463,-116.7651667,33.369,12.19,"M 0.8 - 9 km E of Palomar Observatory, CA","9 km E of Palomar Observatory, CA",10,0.81,ml,20:04.4,14:18.7,US,Low
tx2025zfmutl,-101.733,31.854,8.1299,"M 1.0 - 23 km W of Garden City, Texas","23 km W of Garden City, Texas",15,1,ml,17:34.5,12:40.7,US,Low
ci41146455,-116.3845,33.406,7.75,"M 0.7 - 17 km N of Borrego Springs, CA","17 km N of Borrego Springs, CA",7,0.67,ml,13:49.7,14:23.5,US,Low
ak2025zfmpuf,-141.6,59.962,14.5,"M 1.9 - 114 km WNW of Yakutat, Alaska","114 km WNW of Yakutat, Alaska",56,1.9,ml,11:46.3,13:39.4,US,Low
nc75285491,-121.6374969,37.25766754,5.360000134,"M 1.6 - 14 km N of Morgan Hill, CA","14 km N of Morgan Hill, CA",39,1.59,md,08:10.0,57:19.1,US,Low
us7000rki8,39.2693,19.3142,10,"M 4.4 - 189 km ENE of Tok?r, Sudan","189 km ENE of Tok?r, Sudan",298,4.4,mb,55:53.5,37:01.0,SD,Moderate
ak2025zfmbwx,-141.694,59.931,2.8,"M 2.5 - 118 km WNW of Yakutat, Alaska","118 km WNW of Yakutat, Alaska",96,2.5,ml,55:39.8,47:41.0,US,Low
av93053624,-166.6395,53.89416667,7.94,"M -0.5 - 6 km W of Dutch Harbor, Alaska","6 km W of Dutch Harbor, Alaska",0,-0.49,ml,47:45.2,41:56.5,US,Low
nc75285481,-122.7990036,38.83566666,1.779999971,"M 1.2 - 7 km WNW of Cobb, CA","7 km WNW of Cobb, CA",21,1.17,md,39:59.1,07:20.8,US,Low
nc75285476,-118.911499,38.06650162,17.64999962,"M 2.0 - 18 km SSE of Bodie, CA","18 km SSE of Bodie, CA",62,2,md,37:58.0,16:42.6,US,Low
ci41146447,-116.5456667,33.14683333,12.87,"M 0.7 - 9 km NE of Julian, CA","9 km NE of Julian, CA",7,0.67,ml,35:05.2,14:36.0,US,Low
ak2025zflbvh,-151.76,62.317,99.6,"M 3.4 - 41 km NNW of Skwentna, Alaska","41 km NNW of Skwentna, Alaska",178,3.4,ml,26:05.2,48:26.0,US,Moderate
tx2025zflami,-104.364,31.671,6.0999,"M 2.0 - 55 km S of Whites City, New Mexico","55 km S of Whites City, New Mexico",62,2,ml,23:53.1,18:45.0,US,Low
uw62211332,-121.939,46.84233333,10.94,"M 0.3 - 11 km NE of Ashford, Washington","11 km NE of Ashford, Washington",1,0.29,ml,18:39.6,09:55.3,US,Low
ci41146439,-116.6403333,33.41366667,6.82,"M 0.6 - 15 km N of Warner Springs, CA","15 km N of Warner Springs, CA",5,0.55,ml,16:31.9,14:37.1,US,Low
us7000rkhs,-71.415,-32.3616,52.551,"M 4.5 - 20 km WNW of La Ligua, Chile","20 km WNW of La Ligua, Chile",315,4.5,mwr,05:20.8,39:28.5,CL,Moderate
pr71503003,-66.94683333,17.92583333,8.01,"M 2.1 - 6 km SW of Guánica, Puerto Rico","6 km SW of Guánica, Puerto Rico",65,2.05,md,58:13.9,21:28.6,PR,Low
tx2025zfkcgo,-104.485,31.677,6.0999,"M 1.5 - 56 km S of Whites City, New Mexico","56 km S of Whites City, New Mexico",35,1.5,ml,55:45.2,54:55.2,US,Low
ak2025zfjxxc,-152.618,59.437,80.7,"M 2.6 - 40 km WNW of Nanwalek, Alaska","40 km WNW of Nanwalek, Alaska",104,2.6,ml,50:44.1,01:25.0,US,Moderate
ak2025zfjwlz,-147.699,61.283,15.4,"M 1.6 - 58 km S of Glacier View, Alaska","58 km S of Glacier View, Alaska",39,1.6,ml,49:02.7,50:16.2,US,Low
tx2025zfjoxa,-102.113,32.433,8.667,"M 0.7 - 36 km SSW of Los Ybanez, Texas","36 km SSW of Los Ybanez, Texas",8,0.7,ml,40:29.9,24:15.8,US,Low
av93053619,-155.3728333,58.16633333,1.06,"M -0.7 - 85 km NW of Karluk, Alaska","85 km NW of Karluk, Alaska",0,-0.69,ml,24:51.9,28:25.6,US,Low
us7000rkih,-177.9916,51.6792,78.252,"M 2.6 - 96 km WSW of Adak, Alaska","96 km WSW of Adak, Alaska",104,2.6,ml,15:05.7,55:52.0,US,Moderate
uw62211322,-123.4086667,44.60016667,-0.51,"M 1.4 Explosion - 7 km NNW of Philomath, Oregon","7 km NNW of Philomath, Oregon",31,1.42,md,14:16.5,18:07.3,US,Low
ak2025zfisdn,-139.985,60.55,2.7,"M 1.7 - 112 km N of Yakutat, Alaska","112 km N of Yakutat, Alaska",44,1.7,ml,13:52.2,47:30.6,CA,Low
ak2025zfirwo,-151.791,60.628,72.2,"M 1.6 - 25 km W of Salamatof, Alaska","25 km W of Salamatof, Alaska",39,1.6,ml,13:31.8,45:32.6,US,Low
hv74858992,-155.7466736,19.548666,7.699999809,"M 1.8 - 16 km NE of Honaunau-Napoopoo, Hawaii","16 km NE of Honaunau-Napoopoo, Hawaii",52,1.84,md,13:07.6,16:45.3,US,Low
pr2025358000,-66.0323,19.5956,40,"M 3.5 - 125 km N of San Juan, Puerto Rico","125 km N of San Juan, Puerto Rico",192,3.53,md,08:49.1,35:20.3,PR,Moderate
ak2025zfimbj,-153.018,59.383,98.6,"M 2.0 - 62 km W of Nanwalek, Alaska","62 km W of Nanwalek, Alaska",62,2,ml,07:08.7,44:06.6,US,Low
pr71502998,-66.08933333,19.6115,17.98,"M 3.4 - 126 km N of San Juan, Puerto Rico","126 km N of San Juan, Puerto Rico",173,3.35,md,06:26.1,08:01.0,PR,Moderate
nc75285461,-122.7256699,38.79483414,1.700000048,"M 0.7 - 3 km S of Cobb, CA","3 km S of Cobb, CA",8,0.71,md,59:49.9,27:19.7,US,Low
ak2025zfhwvo,-150.107,61.373,28.1,"M 1.8 - 7 km WNW of Point MacKenzie, Alaska","7 km WNW of Point MacKenzie, Alaska",50,1.8,ml,49:09.6,42:26.4,US,Low
nn00908873,-115.0674,35.9941,10.3395,"M 1.7 - 9 km WSW of Henderson, Nevada","9 km WSW of Henderson, Nevada",46,1.72,ml,42:13.4,45:16.7,US,Low
ci41146407,-116.9751667,33.9915,8.28,"M 0.7 - 7 km N of Beaumont, CA","7 km N of Beaumont, CA",8,0.74,ml,38:00.6,41:41.8,US,Low
uw62211307,-122.2098333,46.97516667,-0.4,"M 1.3 Explosion - 1 km SE of Kapowsin, Washington","1 km SE of Kapowsin, Washington",24,1.25,ml,35:37.8,36:32.0,US,Low
ak2025zfhizl,-136.802,58.288,9.9,"M 2.9 - 28 km WNW of Elfin Cove, Alaska","28 km WNW of Elfin Cove, Alaska",129,2.9,ml,33:04.2,39:56.1,US,Moderate
uw62211302,-123.749,45.34383333,-0.49,"M 1.5 Explosion - 9 km NE of Beaver, Oregon","9 km NE of Beaver, Oregon",34,1.49,ml,32:12.7,30:21.5,US,Low
ci41146399,-116.813,33.69916667,15.33,"M 0.9 - 9 km SE of Valle Vista, CA","9 km SE of Valle Vista, CA",13,0.91,ml,27:33.0,31:08.6,US,Low
nc75285451,-122.784668,38.83983231,0.99000001,"M 0.8 - 6 km WNW of Cobb, CA","6 km WNW of Cobb, CA",10,0.81,md,22:44.7,52:18.5,US,Low
av93961391,-152.7945,60.10133333,10.36,"M -0.1 - 61 km WNW of Happy Valley, Alaska","61 km WNW of Happy Valley, Alaska",0,-0.08,ml,16:22.2,45:18.0,US,Low
uw62211297,-122.817,46.34683333,-0.37,"M 1.2 Explosion - 10 km SSE of Toledo, Washington","10 km SSE of Toledo, Washington",21,1.18,ml,12:57.9,44:03.9,US,Low
hv74858977,-155.4886627,19.16699982,30.20999908,"M 1.8 - 4 km SSW of P?hala, Hawaii","4 km SSW of P?hala, Hawaii",48,1.77,md,07:46.4,11:55.3,US,Low
nc75285446,-122.8898315,38.81399918,8.449999809,"M 1.0 - 11 km E of Cloverdale, CA","11 km E of Cloverdale, CA",14,0.96,md,03:22.6,42:20.4,US,Low
tx2025zffyer,-101.498,32.121,8.667,"M 0.9 - 12 km W of Forsan, Texas","12 km W of Forsan, Texas",12,0.9,ml,50:20.3,40:22.9,US,Low
us7000rkgn,51.5854,28.2261,10,"M 4.2 - 110 km SE of Bushehr, Iran","110 km SE of Bushehr, Iran",271,4.2,mb,43:05.4,14:01.0,IR,Moderate
av93961341,-153.0465,60.02683333,-2.21,"M -1.1 - 65 km ENE of Pedro Bay, Alaska","65 km ENE of Pedro Bay, Alaska",0,-1.07,ml,39:04.6,39:47.7,US,Low
nc75285436,-120.5703354,36.01233292,1.769999981,"M 0.6 - 18 km NW of Parkfield, CA","18 km NW of Parkfield, CA",5,0.58,md,36:41.8,12:22.2,US,Low
ak2025zfffmk,-152.459,60.072,95.6,"M 2.6 - 42 km WNW of Happy Valley, Alaska","42 km WNW of Happy Valley, Alaska",104,2.6,ml,28:35.6,30:30.7,US,Moderate
nc75285431,-120.5686646,36.01183319,2.390000105,"M 0.7 - 18 km NW of Parkfield, CA","18 km NW of Parkfield, CA",8,0.74,md,24:14.1,47:24.0,US,Low
hv74858967,-155.572998,18.72649956,15.26000023,"M 1.8 - 37 km S of Naalehu, Hawaii","37 km S of Naalehu, Hawaii",50,1.81,md,22:49.9,26:34.7,US,Low
nc75285426,-120.5739975,36.00966644,3.650000095,"M 1.3 - 18 km NW of Parkfield, CA","18 km NW of Parkfield, CA",25,1.28,md,22:10.9,47:23.8,US,Low
uu80125831,-110.603,44.10183333,5.2,"M 1.6 - 52 km NE of Alta, Wyoming","52 km NE of Alta, Wyoming",41,1.64,ml,19:32.4,41:32.4,US,Low
ak2025zfehnv,-149.949,61.385,19.6,"M 2.1 - 3 km NNE of Point MacKenzie, Alaska","3 km NNE of Point MacKenzie, Alaska",68,2.1,ml,00:51.7,02:35.7,US,Low
hv74858952,-155.4654999,19.44866753,4.699999809,"M 1.7 - 24 km W of Volcano, Hawaii","24 km W of Volcano, Hawaii",44,1.7,md,51:46.6,58:03.4,US,Low
av93053614,-166.905,53.87983333,3.08,"M -0.6 - 23 km W of Dutch Harbor, Alaska","23 km W of Dutch Harbor, Alaska",0,-0.57,ml,50:28.6,05:15.0,US,Low
ak2025zfdxek,-151.72,62.165,90.4,"M 1.4 - 25 km NW of Skwentna, Alaska","25 km NW of Skwentna, Alaska",30,1.4,ml,48:50.7,50:42.7,US,Low
av93961256,-166.9946667,53.49016667,8.46,"M 0.5 - 52 km SW of Unalaska, Alaska","52 km SW of Unalaska, Alaska",3,0.45,ml,47:50.8,47:43.8,US,Low
uu80125821,-110.7308333,44.47383333,4.39,"M 0.5 - 36 km SE of West Yellowstone, Montana","36 km SE of West Yellowstone, Montana",4,0.51,md,47:40.7,02:12.1,US,Low
ak2025zfdsnj,-147.519,63.493,5,"M 1.7 - 72 km E of Cantwell, Alaska","72 km E of Cantwell, Alaska",44,1.7,ml,43:25.8,45:31.7,US,Low
tx2025zfdokr,-104.384,31.654,6.0999,"M 1.8 - 57 km S of Whites City, New Mexico","57 km S of Whites City, New Mexico",50,1.8,ml,38:42.4,44:28.4,US,Low
av93053609,-166.6266667,53.89516667,7.36,"M 0.5 - 5 km W of Dutch Harbor, Alaska","5 km W of Dutch Harbor, Alaska",3,0.46,ml,36:37.0,01:44.8,US,Low
uw62211277,-121.8966667,47.1565,-0.79,"M 1.6 Explosion - 8 km SE of Enumclaw, Washington","8 km SE of Enumclaw, Washington",39,1.6,ml,30:07.1,07:04.1,US,Low
tx2025zfdfdd,-104.515,31.714,5.9973,"M 1.5 - 52 km SSW of Whites City, New Mexico","52 km SSW of Whites City, New Mexico",35,1.5,ml,29:33.9,27:05.7,US,Low
av93053604,-168.1888333,53.3835,1.99,"M -0.3 - 66 km NE of Nikolski, Alaska","66 km NE of Nikolski, Alaska",0,-0.3,ml,25:13.6,54:44.4,US,Low
ci41146375,-118.3316667,35.0575,1.16,"M 1.4 - 14 km SE of Tehachapi, CA","14 km SE of Tehachapi, CA",28,1.35,ml,19:55.6,26:06.1,US,Low
ak2025zfcrkh,-150.712,63.214,128.1,"M 2.0 - 62 km SE of Denali National Park, Alaska","62 km SE of Denali National Park, Alaska",62,2,ml,11:58.5,14:05.9,US,Low
av93053599,-166.6273333,53.89666667,7.44,"M 0.2 - 5 km W of Dutch Harbor, Alaska","5 km W of Dutch Harbor, Alaska",1,0.19,ml,11:37.8,51:45.0,US,Low
nc75285416,-122.8628311,39.36383438,0.140000001,"M 1.5 - 10 km ESE of Lake Pillsbury, CA","10 km ESE of Lake Pillsbury, CA",36,1.52,md,09:27.0,42:19.6,US,Low
tx2025zfcoli,-101.643,32.482,5.835,"M 0.7 - 8 km SE of Ackerly, Texas","8 km SE of Ackerly, Texas",8,0.7,ml,08:33.4,41:17.6,US,Low
ci41146359,-116.2841667,33.032,9.4,"M 0.6 - 19 km SW of Ocotillo Wells, CA","19 km SW of Ocotillo Wells, CA",5,0.59,ml,08:26.2,15:06.3,US,Low
ci41146351,-116.7873333,33.69016667,16.78,"M 0.7 - 8 km SW of Idyllwild, CA","8 km SW of Idyllwild, CA",7,0.68,ml,57:58.8,15:22.0,US,Low
ak2025zfceqs,-139.933,60.288,5,"M 2.2 - 83 km N of Yakutat, Alaska","83 km N of Yakutat, Alaska",74,2.2,ml,57:43.7,59:33.8,CA,Low
tx2025zfcbvp,-104.511,31.717,6.0999,"M 2.7 - 52 km SSW of Whites City, New Mexico","52 km SSW of Whites City, New Mexico",112,2.7,ml,53:53.9,20:38.0,US,Moderate
us7000rkfp,167.1651,-14.7032,170.96,"M 5.6 - 38 km NNE of Port-Olry, Vanuatu","38 km NNE of Port-Olry, Vanuatu",483,5.6,mww,41:59.5,09:29.8,VU,Moderate
us7000rkfn,179.7554,-25.0349,514.931,M 4.5 - south of the Fiji Islands,south of the Fiji Islands,312,4.5,mb,32:22.1,28:11.0,FJ,Moderate
ci41146327,-117.5043333,33.86883333,1.35,"M 1.1 - 2 km SE of Home Gardens, CA","2 km SE of Home Gardens, CA",17,1.06,ml,31:40.0,35:19.4,US,Low
uw62211262,-121.8011667,48.52883333,3.55,"M 1.3 - 4 km WSW of Concrete, Washington","4 km WSW of Concrete, Washington",26,1.31,ml,23:42.1,55:16.1,US,Low
us7000rkfk,-139.6665,60.5742,6.178,"M 2.6 - 114 km N of Yakutat, Alaska","114 km N of Yakutat, Alaska",104,2.6,ml,21:37.8,49:33.0,CA,Moderate
ak2025zfamzz,-149.17,64.618,19.2,"M 1.3 - 2 km NW of Four Mile Road, Alaska","2 km NW of Four Mile Road, Alaska",26,1.3,ml,06:31.8,08:02.5,US,Low
ak2025zfalke,-151.752,59.928,70.6,"M 1.9 - 2 km SSW of Happy Valley, Alaska","2 km SSW of Happy Valley, Alaska",56,1.9,ml,04:39.3,06:09.6,US,Low
us7000rkff,159.475,51.1924,10,"M 4.6 - 206 km SSE of Vilyuchinsk, Russia","206 km SSE of Vilyuchinsk, Russia",326,4.6,mb,03:29.0,45:39.0,RU,Moderate
tx2025zfaezm,-98.189,28.915,8.2028,"M 1.3 - 18 km WSW of Falls City, Texas","18 km WSW of Falls City, Texas",26,1.3,ml,57:10.3,38:01.8,US,Low
av93961126,-166.6255,53.89383333,7.25,"M 0.0 - 5 km W of Dutch Harbor, Alaska","5 km W of Dutch Harbor, Alaska",0,0.03,ml,51:44.0,35:44.1,US,Low
us7000rkf6,158.0676,49.6145,10,"M 4.7 - 182 km SE of Severo-Kuril’sk, Russia","182 km SE of Severo-Kuril’sk, Russia",340,4.7,mb,49:16.5,30:22.0,RU,Moderate
ak2025zezrph,-146.853,64.522,6,"M 1.3 - 2 km E of Salcha, Alaska","2 km E of Salcha, Alaska",26,1.3,ml,41:40.2,43:03.5,US,Low
ak2025zezomp,-151.549,59.762,56.7,"M 1.8 - 6 km SSE of Nikolaevsk, Alaska","6 km SSE of Nikolaevsk, Alaska",50,1.8,ml,38:04.7,39:33.5,US,Low
nc75285396,-122.8081665,38.83349991,2.420000076,"M 0.3 - 7 km W of Cobb, CA","7 km W of Cobb, CA",2,0.33,md,37:20.6,38:59.5,US,Low
nc75285401,-120.966835,36.57533264,7.559999943,"M 1.5 - 16 km ENE of Pinnacles, CA","16 km ENE of Pinnacles, CA",34,1.48,md,37:18.2,27:18.1,US,Low
nc75285391,-122.81633,38.81616592,2.630000114,"M 0.6 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",5,0.57,md,22:06.3,52:20.9,US,Low
tx2025zeyrwi,-104.364,31.674,6.0999,"M 1.7 - 55 km S of Whites City, New Mexico","55 km S of Whites City, New Mexico",44,1.7,ml,11:48.4,13:12.6,US,Low
ci41146279,-117.1468333,33.33233333,3.91,"M 1.3 - 7 km WSW of Pala, CA","7 km WSW of Pala, CA",28,1.34,ml,06:59.1,10:42.2,US,Low
tx2025zeynhd,-101.525,32.129,7.8369,"M 1.0 - 14 km SSW of Big Spring, Texas","14 km SSW of Big Spring, Texas",15,1,ml,06:29.9,23:40.8,US,Low
ak2025zexlzo,-141.858,66.312,25.4,"M 2.7 - 91 km ESE of Chalkyitsik, Alaska","91 km ESE of Chalkyitsik, Alaska",112,2.7,ml,34:16.8,17:32.0,US,Moderate
ak2025zexert,-149.198,62.928,67.4,"M 1.9 - 53 km SSW of Cantwell, Alaska","53 km SSW of Cantwell, Alaska",56,1.9,ml,26:21.3,27:48.1,US,Low
ci41146255,-116.7586667,33.37333333,11.09,"M 0.6 - 10 km ENE of Palomar Observatory, CA","10 km ENE of Palomar Observatory, CA",6,0.62,ml,08:39.0,16:07.9,US,Low
uw62211242,-117.521,45.41416667,17.41,"M 0.7 - 10 km SW of Lostine, Oregon","10 km SW of Lostine, Oregon",7,0.67,md,05:12.7,52:12.0,US,Low
nc75285361,-122.8003311,38.83716583,1.950000048,"M 0.7 - 7 km WNW of Cobb, CA","7 km WNW of Cobb, CA",8,0.7,md,56:21.6,32:20.3,US,Low
tx2025zewcdu,-103.487,31.261,4.3439,"M 1.9 - 12 km SSE of Lindsay, Texas","12 km SSE of Lindsay, Texas",56,1.9,ml,53:13.5,42:04.3,US,Low
us7000rkel,-67.1443,-24.2731,157.292,"M 4.1 - 84 km W of San Antonio de los Cobres, Argentina","84 km W of San Antonio de los Cobres, Argentina",259,4.1,mb,52:33.4,10:54.0,AR,Moderate
uu80125801,-112.9113333,38.506,2.23,"M 0.8 - 14 km NE of Milford, Utah","14 km NE of Milford, Utah",9,0.78,md,51:35.0,29:22.5,US,Low
hv74858842,-155.4816742,19.17083359,30.37999916,"M 1.8 - 3 km S of P?hala, Hawaii","3 km S of P?hala, Hawaii",49,1.78,md,35:51.1,39:28.0,US,Low
nc75285351,-122.8586655,38.82566833,2.349999905,"M 0.9 - 10 km WNW of The Geysers, CA","10 km WNW of The Geysers, CA",12,0.88,md,34:54.4,17:19.2,US,Low
nc75285346,-122.8448334,38.82066727,2,"M 1.1 - 9 km WNW of The Geysers, CA","9 km WNW of The Geysers, CA",20,1.13,md,21:08.6,47:22.0,US,Low
ak2025zeuzff,-151.039,61.5,69.8,"M 2.0 - 28 km W of Susitna, Alaska","28 km W of Susitna, Alaska",62,2,ml,19:43.1,21:32.8,US,Low
pr71502983,-67.05366667,17.966,13.39,"M 2.7 - 1 km SW of La Parguera, Puerto Rico","1 km SW of La Parguera, Puerto Rico",109,2.66,md,12:32.0,31:01.4,PR,Moderate
pr71502968,-66.85116667,17.945,14.97,"M 2.4 - 5 km SE of Maria Antonia, Puerto Rico","5 km SE of Maria Antonia, Puerto Rico",89,2.41,md,54:38.0,05:21.8,PR,Low
ci41146199,-117.8633333,36.09816667,5.15,"M 0.9 - 10 km NE of Coso Junction, CA","10 km NE of Coso Junction, CA",12,0.88,ml,54:33.0,08:24.4,US,Low
ak2025zetwmx,-148.969,64.906,11.9,"M 1.1 - 32 km SSE of Minto, Alaska","32 km SSE of Minto, Alaska",19,1.1,ml,46:20.5,47:38.6,US,Low
ak2025zetupo,-155.356,58.168,5,"M 0.9 - 85 km NW of Karluk, Alaska","85 km NW of Karluk, Alaska",12,0.9,ml,44:07.8,29:42.8,US,Low
uw62211237,-122.0086667,46.92866667,8.33,"M 0.4 - 17 km S of Carbonado, Washington","17 km S of Carbonado, Washington",2,0.4,ml,41:47.3,19:54.9,US,Low
av93960946,-153.0705,60.023,0.61,"M -0.4 - 63 km ENE of Pedro Bay, Alaska","63 km ENE of Pedro Bay, Alaska",0,-0.39,ml,38:57.8,59:17.7,US,Low
ak2025zetkfc,-151.149,60.187,57.9,"M 2.0 - 14 km ESE of Clam Gulch, Alaska","14 km ESE of Clam Gulch, Alaska",62,2,ml,32:03.1,33:52.6,US,Low
tx2025zesyli,-102.153,32.105,4.8825,"M 1.3 - 13 km NNW of Midland, Texas","13 km NNW of Midland, Texas",26,1.3,ml,18:24.1,00:15.5,US,Low
ci41146183,-116.3951667,33.36366667,11.65,"M 0.9 - 12 km N of Borrego Springs, CA","12 km N of Borrego Springs, CA",12,0.87,ml,09:46.6,08:57.2,US,Low
nc75285321,-122.7835007,38.83816528,1.970000029,"M 1.0 - 6 km WNW of Cobb, CA","6 km WNW of Cobb, CA",15,0.98,md,57:11.9,58:47.3,US,Low
pr71502963,-66.854,18.01616667,13.65,"M 1.9 - 2 km E of Palomas, Puerto Rico","2 km E of Palomas, Puerto Rico",57,1.92,md,56:43.1,10:10.7,PR,Low
av93960906,-153.1026667,60.01966667,0.37,"M -1.1 - 61 km ENE of Pedro Bay, Alaska","61 km ENE of Pedro Bay, Alaska",0,-1.11,ml,55:13.9,25:12.4,US,Low
av93960881,-166.6226667,53.89783333,7.58,"M 0.9 - 5 km W of Dutch Harbor, Alaska","5 km W of Dutch Harbor, Alaska",13,0.92,ml,32:35.2,34:10.1,US,Low
pr71502953,-67.14633333,18.18883333,23.28,"M 2.7 - 1 km SSW of Mayagüez, Puerto Rico","1 km SSW of Mayagüez, Puerto Rico",110,2.68,md,24:17.4,37:18.0,PR,Moderate
us7000rkcs,159.5652,53.127,74.439,"M 4.4 - 63 km E of Petropavlovsk-Kamchatsky, Russia","63 km E of Petropavlovsk-Kamchatsky, Russia",298,4.4,mb,04:43.1,31:25.0,RU,Moderate
hv74858802,-155.4898376,19.13983345,29.15999985,"M 1.8 - 7 km S of P?hala, Hawaii","7 km S of P?hala, Hawaii",49,1.79,md,54:52.4,00:44.3,US,Low
uu80125796,-111.0601667,39.4175,2.07,"M 1.4 - 8 km SSW of Hiawatha, Utah","8 km SSW of Hiawatha, Utah",29,1.38,ml,40:23.5,09:09.4,US,Low
tx2025zepovx,-104.152,31.553,8.4583,"M 2.1 - 43 km NW of Toyah, Texas","43 km NW of Toyah, Texas",68,2.1,ml,36:46.0,20:53.6,US,Low
tx2025zepggt,-104.148,31.554,8.8043,"M 2.0 - 42 km NW of Toyah, Texas","42 km NW of Toyah, Texas",62,2,ml,28:09.2,05:25.5,US,Low
nc75285306,-122.7870026,38.82799911,1.700000048,"M 1.1 - 6 km W of Cobb, CA","6 km W of Cobb, CA",18,1.08,md,22:43.0,24:18.1,US,Low
hv74858782,-155.4810028,19.15133286,27.46999931,"M 1.7 - 5 km S of P?hala, Hawaii","5 km S of P?hala, Hawaii",44,1.7,md,21:07.7,24:40.1,US,Low
ci41146143,-116.7556667,33.62866667,16.2,"M 1.9 - 11 km NW of Anza, CA","11 km NW of Anza, CA",57,1.92,ml,20:51.1,07:24.7,US,Low
nc75285296,-122.7836685,38.79800034,3.75999999,"M 0.8 - 3 km NW of The Geysers, CA","3 km NW of The Geysers, CA",9,0.78,md,13:28.9,15:06.5,US,Low
ak2025zeossg,-151.918,60.644,83.9,"M 2.3 - 32 km W of Salamatof, Alaska","32 km W of Salamatof, Alaska",81,2.3,ml,11:42.8,03:40.0,US,Low
ak2025zeohsc,-149.967,63.411,0.1,"M 1.8 - 50 km W of Cantwell, Alaska","50 km W of Cantwell, Alaska",50,1.8,ml,58:17.6,59:55.8,US,Low
